year,scopusId,title,journal,doi,authors,affiliations,citations,type,reason
2023,2-s2.0-85176565827,"Morphology and multi-gene phylogeny reveal a novel Torula (Pleosporales, Torulaceae) species from the plateau lakes in Yunnan, China",Biodiversity Data Journal,10.3897/BDJ.11.E109477,Luan S.,Dali University,10,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85153320964,Utilizing Wasteaware Benchmark Indicators to Improve Municipal Solid Waste Management in Northern Thailand,Applied Environmental Research,10.35762/AER.2023006,Vassanadumrongdee S.,Chulalongkorn University,4,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85151701932,Development of Dried Urine Samples for Simultaneous Quantitative Detection of Sibutramine and Its Active Metabolites by Liquid Chromatography/Mass Spectrometry,Science and Technology Asia,,Nachalaem P.,Mae Fah Luang University; Faculty of Allied Health Sciences Thammasat University,2,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85152461439,"Kirschsteiniothelia xishuangbannaensis sp. nov. from pará rubber (Hevea brasiliensis) in Yunnan, China",Current Research in Environmental and Applied Mycology,10.5943/CREAM/13/1/3,Xu R.F.,Mae Fah Luang University; Qujing Normal University,19,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85169809244,"Two novel species and three new records of Torulaceae from Yunnan Province, China",Mycokeys,10.3897/mycokeys.99.106699,Wang W.P.,Dali University,11,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85183579957,"Corrigendum: Fungal community remediate quartz tailings soil under plant combined with urban sludge treatments (Frontiers in Microbiology, (2023), 14, (1160960), 10.3389/fmicb.2023.1160960)",Frontiers in Microbiology,10.3389/fmicb.2023.1265591,Dong F.,Mae Fah Luang University; Chuzhou University; Guizhou Institute of Technology,1,Erratum,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85171179776,"Morphological and phylogenetic analyses reveal three new species and one new record of Tubeufia (Tubeufiales, Tubeufiaceae) from southern China",Mycokeys,10.3897/mycokeys.99.107606,Ma J.,Mae Fah Luang University; Guizhou Institute of Technology,17,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85158002551,Fungal community remediate quartz tailings soil under plant combined with urban sludge treatments,Frontiers in Microbiology,10.3389/fmicb.2023.1160960,Dong F.,Mae Fah Luang University; Guizhou Institute of Technology,3,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85162967127,"Phytopathogenic discomycetes, their economic impacts and control applications",Current Research in Environmental and Applied Mycology,10.5943/cream/13/1/13,Lestari A.S.,Mae Fah Luang University; Organisasi Riset Ilmu Pengetahuan Hayati,7,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85166237271,"Cystoderma lignicola, a new species from southwestern China",Asian Journal of Mycology,10.5943/ajom/6/1/7,Liu J.W.,Kunming Institute of Botany; Mae Fah Luang University,2,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85181473411,Insights into the profile of soil fungal diversity in Thailand,Asian Journal of Mycology,10.5943/ajom/6/2/11,Gomes de Farias A.R.,Mae Fah Luang University,2,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85152376768,Two new species of Erioscyphella (Lachnaceae) from southwestern China,Current Research in Environmental and Applied Mycology,10.5943/CREAM/13/1/2,Su H.L.,Kunming Institute of Botany; Mae Fah Luang University,8,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85198319446,Introducing Discomycetes.org: An online platform dedicated to apothecial fungi,Current Research in Environmental and Applied Mycology,10.5943/CREAM/13/1/19,Lestari A.S.,Mae Fah Luang University; Organisasi Riset Ilmu Pengetahuan Hayati; Mushroom Research Foundation,3,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85179715543,"Myrmecridium hydei, a novel marine species from Thailand",Phytotaxa,10.11646/PHYTOTAXA.625.3.3,Asghari R.,Mae Fah Luang University,8,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85152458686,"Geastrum suae sp. nov. (Geastraceae, Basidiomycota) a new species from Yunnan Province, China",Biodiversity Data Journal,10.3897/BDJ.11.E99027,Zhang Z.Q.,Dali University,5,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85171756016,"Four new additions to Helvella (Helvellaceae, Pezizales) from Northern Thailand",Frontiers in Microbiology,10.3389/fmicb.2023.1182025,Yu F.M.,Kunming Institute of Botany; Yunnan Agricultural University; Mae Fah Luang University,13,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85152429911,"Bambusicolous fungi in Guangdong, China: establishing Apiospora magnispora sp. nov. (Apiosporaceae, Amphisphaeriales) based on morphological and molecular evidence",Current Research in Environmental and Applied Mycology,10.5943/CREAM/13/1/1,Zhao H.J.,Zhongkai University of Agriculture and Engineering; Mae Fah Luang University,9,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85164444965,"Neomassaria khayae sp. nov., a novel pleosporalean species on Khaya senegalensis from Guangdong Province, China",Phytotaxa,10.11646/phytotaxa.599.1.4,Yang Y.,Zhongkai University of Agriculture and Engineering; Mae Fah Luang University,2,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85159569472,"Rhexoacrodictys melanospora sp. nov. (Rhexoacrodictys, Pleurotheciales) from Yunnan, China",Phytotaxa,10.11646/phytotaxa.594.3.5,Bao S.X.,Kunming Institute of Botany; Mae Fah Luang University,9,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85199238118,Diversity of Fungal Communities Associated with Grapevine Trunk Diseases in China,Mycosphere,10.5943/mycosphere/14/1/15,Zhou Y.Y.,Beijing Academy of Agriculture and Forestry Sciences; Mae Fah Luang University,17,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85141971134,Resistance of Blastocystis to chlorine and hydrogen peroxide,Parasitology Research,10.1007/s00436-022-07713-2,Martín-Escolano R.,University of Kent,11,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85171645706,"Discovery of Backusella paraconstricta sp. nov. (Mucorales, Mucoromycota) in an upland forest in northeastern Brazil with an identification key for Backusella from the Americas",Acta Botanica Brasilica,10.1590/1677-941X-ABB-2023-0061,Dos Santos F.R.S.,Universidade Federal de Pernambuco,3,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85169293018,Development of a novel quality control indicator for coffee roasting based on the digitalization of smell by a portable electronic nose,Proceedings of Jcsse 2023 20th International Joint Conference on Computer Science and Software Engineering,10.1109/JCSSE58229.2023.10201962,Somaudon V.,"Faculty of Science, Mahidol University",1,Conference Paper,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85134574250,Comparative genomic analysis illustrates evolutionary dynamics of multisubunit tethering complexes across green algal diversity,Journal of Eukaryotic Microbiology,10.1111/jeu.12935,Phanprasert Y.,Mae Fah Luang University,3,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85156095234,"Ascopolyporus tibetensis (Cordycipitaceae, Hypocreales): A new species from Tibet, China",Phytotaxa,10.11646/phytotaxa.592.2.2,Yu F.M.,Kunming Institute of Botany; Mae Fah Luang University,2,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85166174277,Endophytic fungus Biscogniauxia petrensis produces antibacterial substances,Peerj,10.7717/peerj.15461,Han L.,Guizhou University,10,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85142490009,A portable colorimetric device based on PVDF indicator gel for formaldehyde detection in food and wood products,Microchemical Journal,10.1016/j.microc.2022.108162,Kaewnu K.,Prince of Songkla University,12,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85164370350,"Parafuscosporella lignicola sp. Nov. (Fuscosporellaceae), from a freshwater habitat in northern Thailand",Phytotaxa,10.11646/phytotaxa.597.2.4,Lu L.,Chiang Mai University; Kunming Institute of Botany,5,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85164600812,"A new species of Papiliomyces (Clavicipiteae, Hypocreales) from China",Biodiversity Data Journal,10.3897/BDJ.11.E86868,Zhang Y.,Guizhou University,7,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85145873660,Enhanced electrical and energy storage properties of BNT-based ceramics by the nanocrystals-induced method,Journal of Materials Science Materials in Electronics,10.1007/s10854-022-09443-8,Parjansri P.,Rajamangala University of Technology Krungthep,6,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85199979416,"Two new species in Neomyrmecridium and two new records in Myrmecridium (Myrmecridiaceae, Myrmecridiales) from the Tibetan Plateau, China",Current Research in Environmental and Applied Mycology,10.5943/CREAM/13/1/18,Xu R.J.,Kunming Institute of Botany; Mae Fah Luang University,10,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85161949683,"Morphological and molecular analyses reveal two new species of Termitomyces (Agaricales, Lyophyllaceae) and morphological variability of T. intermedius",Mycokeys,10.3897/mycokeys.95.97156,Tang S.M.,Mae Fah Luang University; Dali University; Yunnan Agricultural Academy,12,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85175082097,"https://soilfun.org/, a web-based platform for soil-inhabiting Ascomycota species",Studies in Fungi,10.48130/SIF-2023-0016,Yasanthika W.A.E.,Zhongkai University of Agriculture and Engineering; Mae Fah Luang University,5,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85169567974,Two new lanostanoid glycosides isolated from a Kenyan polypore Fomitopsis carnea,Beilstein Journal of Organic Chemistry,10.3762/bjoc.19.84,Sum W.C.,Technische Universität Braunschweig; Helmholtz Centre for Infection Research (HZI),4,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-105018179821,From Ghana to the dry-hot valleys of China: assessing factors influencing fruit yield in agroforestry species Vitellaria paradoxa after 54 years of cultivation outside Africa,Circular Agricultural Systems,10.48130/CAS-2023-0007,Zhao G.,Kunming Institute of Botany; Xishuangbanna Tropical Botanical Garden Chinese Academy of Sciences,1,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85163035354,"Culturable mycota on bats in central and southern Yunnan Province, China",Mycosphere,10.5943/mycosphere/14/1/7,Liu X.F.,Kunming Institute of Botany; Mae Fah Luang University; Qujing Normal University,42,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85147334939,"Alternaria: update on species limits, evolution, multi-locus phylogeny, and classification",Studies in Fungi,10.48130/SIF-2023-0001,Li J.F.,Kunming Institute of Botany,72,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85146760463,Endophytic Fungi Associated with Mango Show In Vitro Antagonism against Bacterial and Fungal Pathogens,Agronomy,10.3390/agronomy13010169,Yang E.F.,Chiang Mai University; Mae Fah Luang University; Qujing Normal University,14,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2023,2-s2.0-85146775084,Identification and Molecular Characterization of Four New Blastocystis Subtypes Designated ST35-ST38,Microorganisms,10.3390/microorganisms11010046,Maloney J.G.,USDA ARS Beltsville Agricultural Research Center,76,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85144922673,Neodeightonia septata sp. nov. and N. subglobosa (Botryosphaeriaceae) from northern Thailand,Phytotaxa,10.11646/phytotaxa.575.2.2,Wu N.,University of Electronic Science and Technology of China; Mae Fah Luang University,5,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85144655039,"Two New Species and a New Record of Microdochium from Grasses in Yunnan Province, South-West China",Journal of Fungi,10.3390/jof8121297,Gao Y.,Kunming Institute of Botany; Mae Fah Luang University,14,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85143903038,"The plethora of Tubeufiaceae in lakes of the northwestern Yunnan plateau, China",Frontiers in Microbiology,10.3389/fmicb.2022.1056669,Li L.L.,Dali University,22,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85149546681,Multi-Gene Phylogenetic Analyses Revealed Five New Species and Two New Records of Distoseptisporales from China,Journal of Fungi,10.3390/jof8111202,Ma J.,Mae Fah Luang University; Guizhou Institute of Technology; Guizhou Academy of Agricultural Sciences,27,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85149555659,Novel Species and Records of Dictyosporiaceae from Freshwater Habitats in China and Thailand,Journal of Fungi,10.3390/jof8111200,Shen H.,Mae Fah Luang University; Dali University,32,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85149454879,Endophytic Fungi Associated with Aquilaria sinensis (Agarwood) from China Show Antagonism against Bacterial and Fungal Pathogens,Journal of Fungi,10.3390/jof8111197,Du T.Y.,Mae Fah Luang University; Qujing Normal University,26,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85141961561,"Three species of Amanita section Lepidella (Amanitaceae, Agaricales) from northern Thailand",Phytotaxa,10.11646/phytotaxa.570.1.2,Liu Y.S.,Chiang Mai University,7,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85141192309,"Endophytic Pestalotiopsis species associated with Rhododendron in Cangshan Mountain, Yunnan Province, China",Frontiers in Microbiology,10.3389/fmicb.2022.1016782,Gu R.,Dali University,25,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85140773797,Morphological and Molecular Characterization of Calonectria foliicola Associated with Leaf Blight on Rubber Tree (Hevea brasiliensis) in Thailand,Journal of Fungi,10.3390/jof8100986,Thaochan N.,Prince of Songkla University,16,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85141995124,"Phallus aureus sp. nov. (Phallaceae, Basidiomycota) from Yunnan Province, China",Phytotaxa,10.11646/phytotaxa.567.1.5,Lv T.,Yunnan University; Yunnan Agricultural Academy,2,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85141983407,Two new species of Botryosphaeriaceae (Botryosphaeriales) and new host/ geographical records,Phytotaxa,10.11646/phytotaxa.564.1.2,RATHNAYAKA A.R.,National Chiayi University; Mae Fah Luang University,17,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85141956579,"Diplocarpa constans sp. nov., a new species of Cordieritidaceae from Yunnan, China",Phytotaxa,10.11646/phytotaxa.561.1.7,Su H.,Kunming Institute of Botany; Mae Fah Luang University,8,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85137791199,"An NmrA-Like Protein, Lws1, Is Important for Pathogenesis in the Woody Plant Pathogen Lasiodiplodia theobromae",Plants,10.3390/plants11172197,Peng J.,Beijing Academy of Agriculture and Forestry Sciences,8,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85138884360,"Research Article Lactarius pseudoaurantiozonatus (Russulales), A New Species of Lactarius subgenus Lactarius from China",Chiang Mai Journal of Science,10.12982/CMJS.2022.080,Tang S.M.,Mae Fah Luang University; Yunnan Agricultural Academy,3,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85131399586,Response strategies of woody seedlings to shading and watering over time after topsoil translocation in dry-hot karst region of China,Forest Ecology and Management,10.1016/j.foreco.2022.120319,Zhao G.,Kunming Institute of Botany; Xishuangbanna Tropical Botanical Garden Chinese Academy of Sciences,6,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85141964844,"Helvella cystidiata sp. nov. (Helvellaceae, Ascomycota) from Tibetan Plateau, China",Phytotaxa,10.11646/phytotaxa.560.1.6,Xu R.J.,Kunming Institute of Botany; Mae Fah Luang University,10,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85142077833,"Morpho-phylogenetic insights reveal Bisporella montana as Calycina montana comb. nov. (Pezizellaceae, Helotiales)",Phytotaxa,10.11646/PHYTOTAXA.558.2.3,Lestari A.S.,Mae Fah Luang University; Organisasi Riset Ilmu Pengetahuan Hayati,5,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85138157605,A microplate spectrophotometric method for analysis of indole-3-carbinol in dietary supplements using p-dimethylaminocinnamaldehyde (DMACA) as a chromogenic reagent,Analytical Methods,10.1039/d2ay01129h,Chaisiwamongkhol K.,Mae Fah Luang University,5,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85141978916,Additions to microfungi in China: Lentithecium yunnanensis sp. nov.,Phytotaxa,10.11646/phytotaxa.554.2.1,Wenhua L.U.,Qujing Normal University,3,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85141996904,"Morphological and phylogenetic evidence reveal Tetraploa cylindrica sp. nov. (Tetraplosphaeriaceae, Pleosporales) from Saccharum arundinaceum (Poaceae) in Yunnan Province, China",Phytotaxa,10.11646/phytotaxa.554.2.7,Liao C.F.,Zhongkai University of Agriculture and Engineering; Mae Fah Luang University,8,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85133343681,New Arthrobotrys Nematode-Trapping Species (Orbiliaceae) from Terrestrial Soils and Freshwater Sediments in China,Journal of Fungi,10.3390/jof8070671,Zhang F.,Mae Fah Luang University; Dali University,29,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85132328774,A stir bar sorptive extraction device coupled with a gas chromatography flame ionization detector for the determination of abused prescription drugs in lean cocktail samples,Analytical Methods,10.1039/d2ay00603k,Nualdee K.,Prince of Songkla University,5,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85132588580,Morphological and Phylogenetic Analyses Reveal Five New Species in Chaetosphaeriaceae,Journal of Fungi,10.3390/jof8060643,Zhang J.Y.,Mae Fah Luang University; Guizhou Institute of Technology; Guizhou Academy of Agricultural Sciences,21,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85132406468,Bambusicolous Fungi in Pleosporales: Introducing Four Novel Taxa and a New Habitat Record for Anastomitrabeculia didymospora,Journal of Fungi,10.3390/jof8060630,Phookamsak R.,Kunming Institute of Botany; Mae Fah Luang University; World Agroforestry Centre,41,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85143391718,"Additions to Fitzroyomyces (Stictidaceae, Ascomycota) from Yunnan Province, China",Phytotaxa,10.11646/phytotaxa.548.2.8,Xu R.,Mae Fah Luang University; Qujing Normal University,10,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85131793468,"First Report of Occultibambusa jonesii on Para Grass (Brachiaria mutica) in Yunnan, China",Chiang Mai Journal of Science,10.12982/CMJS.2022.048,Xu S.,Chiang Mai University; Kunming Institute of Botany,6,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85129703866,Ectomycorrhizal Mushrooms as a Natural Bio-Indicator for Assessment of Heavy Metal Pollution,Agronomy,10.3390/agronomy12051041,Ediriweera A.N.,Kunming Institute of Botany; Mae Fah Luang University; University of Ruhuna; World Agroforestry Centre,26,Review,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85142543252,Two new Pseudopestalotiopsis species isolated from Celtis sinensis and Indocalamus tessellatus plants in southern China,Phytotaxa,10.11646/phytotaxa.543.5.2,Yang Q.,Guizhou University,3,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85124779967,"Xylaria feejeensis, SRNE2BP a Fungal Endophyte with Biocontrol Properties to Control Early Blight and Fusarium Wilt Disease in Tomato and Plant Growth Promotion Activity",Current Microbiology,10.1007/s00284-022-02803-x,Brooks S.,Mae Fah Luang University,29,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85125315804,High Occurrence of Zoonotic Subtypes of Cryptosporidium parvum in Cypriot Dairy Farms,Microorganisms,10.3390/microorganisms10030531,Hoque S.,University of Kent,12,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85126637251,"Rubinosporus auriporus gen. et sp. nov. (Boletaceae: Xerocomoideae) from Tropical Forests of Thailand, Producing Unusual Dark Ruby Spore Deposits",Journal of Fungi,10.3390/jof8030278,Vadthanarat S.,Chiang Mai University; Mae Fah Luang University,12,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85128916720,Multigene Phylogeny Reveals Endophytic Xylariales Novelties from Dendrobium Species from Southwestern China and Northern Thailand,Journal of Fungi,10.3390/jof8030248,Ma X.,Guizhou University; Mae Fah Luang University,20,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85126852941,Diversity and Biosynthetic Activities of Agarwood Associated Fungi,Diversity,10.3390/d14030211,Du T.Y.,Mae Fah Luang University; Qujing Normal University,35,Review,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85125952408,Taxonomic Reappraisal of Periconiaceae with the Description of Three New Periconia Species from China,Journal of Fungi,10.3390/jof8030243,Yang E.F.,Chiang Mai University; Kunming Institute of Botany; Qujing Normal University,34,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85128594426,Necessity of a National Fungarium and a Culture Collection for Fungi in Sri Lanka,Chiang Mai Journal of Science,10.12982/CMJS.2022.027,Wijayawardene N.N.,Qujing Normal University; Institute for Research and Development in Health and Social Care,6,Review,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85123553630,"APPLICATION OF COMBINED ANALYSIS WITH BIPLOT METHOD FOR EXPLAINING AGRONOMIC TRAITS OF THE UPLAND RICE FROM MINORITY FARMERS IN PRACHUAP KHIRI KHAN, THAILAND",Journal of Animal and Plant Sciences,10.36899/JAPS.2022.1.0406,Na Chiangmai P.,Silpakorn University,0,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85125039344,"Three New Species, Two New Records and Four New Collections of Tubeufiaceae from Thailand and China",Journal of Fungi,10.3390/jof8020206,Tian X.,Kunming Institute of Botany; Mae Fah Luang University; Guizhou Institute of Technology; Qujing Normal University,31,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85123765395,"Morpho-Molecular Characterization of Five Novel Taxa in Parabambusicolaceae (Massarineae, Pleosporales) from Yunnan, China",Journal of Fungi,10.3390/jof8020108,Xie N.,Shenzhen University,22,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85141942664,"New species, Parahelicomyces yunnanensis sp. nov. and Tubeufia nigroseptum sp. nov. from freshwater habitats in Yunnan, China",Phytotaxa,10.11646/phytotaxa.530.1.2,Li L.L.,Dali University,9,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85166261299,"Taxonomy and phylogenetic appraisal of Hypomyces iranica sp. nov. (Hypocreaceae, Hypocreales)",Asian Journal of Mycology,10.5943/ajom/5/2/8,Karimi O.,Mae Fah Luang University,5,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85166247009,The Role of Fungi in Weed Biocontrol: A Review,Asian Journal of Mycology,10.5943/ajom/5/2/4,Htet Z.H.,Zhongkai University of Agriculture and Engineering; Mae Fah Luang University,2,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85146526093,"Morphology and multigene phylogeny revealed Peroneutypa aquilariae sp. nov. (Diatrypaceae, Xylariales) from Aquilaria sinensis in Yunnan Province, China",Studies in Fungi,10.48130/SIF-2022-0018,Du T.Y.,Mae Fah Luang University; Qujing Normal University,15,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85129136234,"Lignicolous freshwater fungi in Yunnan Province, China: an overview",Mycology,10.1080/21501203.2022.2058638,Shen H.W.,Mae Fah Luang University; Dali University,56,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85147681022,"Morphology and muti-gene phylogenetic analyses reveal Dothiorella chiangmaiensis sp. nov. (Botryosphaeriaceae, Botryosphaeriales) from Thailand",Current Research in Environmental and Applied Mycology,10.5943/CREAM/12/1/19,Rathnayaka A.R.,National Chiayi University; Mae Fah Luang University,5,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85133243201,The complete mitochondrial genome of Polyozellus multiplex (Thelephorales),Mitochondrial DNA Part B Resources,10.1080/23802359.2022.2086077,Liu J.W.,Kunming Institute of Botany; Mae Fah Luang University,1,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85125377724,"Neomonodictys aquatica sp. nov. (Pleurotheciaceae) from a plateau lake in Yunnan Province, China",Biodiversity Data Journal,10.3897/BDJ.10.e76842,Huang S.P.,Dali University,9,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85166252738,New soil-inhabiting Chaetosphaeriaceous records from Thailand,Asian Journal of Mycology,10.5943/ajom/5/1/2,Yasanthika E.,Zhongkai University of Agriculture and Engineering; Mae Fah Luang University,3,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85135852671,"Taxonomy and phylogeny of Smaragdiniseta musae sp. nov. and Albifimbria verrucaria (Hypocreales, Stachybotryaceae) on Musa from Thailand",Biodiversity Data Journal,10.3897/BDJ.10.e89360,Samarakoon B.C.,Mae Fah Luang University,5,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85144988172,A new edible species of Gomphus (Gomphaceae) from southwestern China,Mycoscience,10.47371/mycosci.2022.09.002,Liu J.W.,Kunming Institute of Botany; Mae Fah Luang University,11,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2022,2-s2.0-85141774551,The importance of culture-based techniques in the genomic era for assessing the taxonomy and diversity of soil fungi,Mycosphere,10.5943/mycosphere/13/1/8,Yasanthika W.A.E.,Zhongkai University of Agriculture and Engineering; Mae Fah Luang University,24,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
